control_number,donated,amount_donated,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
92612,0,0.0,137,17,0,2,1,12,0,0,4,1,0,1,7,1159,487,85,19061,0,23,38,18,1,0,0,1,0.154,11.0,0.16699999999999998,12.0,2,1,21,16,47,103.0,14,7.36,12.0,15.0,3.0,12.0,2,5,21,126,7.36,7
92617,0,0.0,101,59,0,1,2,49,1,1,2,0,1,0,2,780,203,42,11863,0,32,36,34,0,0,0,1,0.083,15.0,0.0,0.0,1,0,18,21,56,68.0,7,9.71,10.0,15.0,5.0,15.0,4,12,18,97,9.71,3
92620,0,0.0,17,37,0,2,1,13,1,1,6,0,2,0,9,1548,607,87,28028,0,28,34,29,0,0,4,2,0.28600000000000003,13.0,0.33299999999999996,10.0,2,1,15,7,16,26.0,2,13.0,6.0,16.0,10.0,16.0,5,11,15,21,13.0,1
92629,0,0.0,113,71,0,2,1,13,0,1,5,1,0,21,9,1884,676,97,29565,0,34,25,43,0,0,0,1,0.091,25.0,0.0,0.0,2,0,18,28,64,130.0,8,16.25,15.0,25.0,10.0,25.0,6,13,18,104,16.25,2
92631,0,0.0,125,57,0,2,1,13,0,0,4,0,2,0,9,1965,683,95,28110,0,33,18,47,1,1,5,3,0.19,13.75,0.091,15.0,4,1,17,31,79,246.0,21,11.71,10.0,15.0,5.0,15.0,6,13,17,118,11.71,12
92652,0,0.0,29,65,0,1,1,42,1,1,2,0,2,0,2,1008,438,73,15430,0,22,34,19,0,0,0,1,0.154,16.0,0.0,0.0,2,0,18,8,22,32.0,2,16.0,2.0,17.0,15.0,17.0,4,10,18,31,16.0,0
92664,0,0.0,17,35,0,0,1,22,0,0,6,0,0,0,9,1731,602,70,26101,0,33,20,54,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21,6,18,20.0,1,20.0,0.0,20.0,20.0,20.0,4,12,21,21,20.0,1
92668,0,0.0,41,49,0,0,1,24,0,0,7,0,2,0,9,1713,515,56,23891,0,20,40,36,0,0,0,1,0.1,20.0,0.111,20.0,2,1,18,14,34,50.0,3,16.67,10.0,20.0,10.0,20.0,6,12,18,41,16.67,2
92671,0,0.0,41,54,0,0,1,24,0,0,5,0,2,0,8,1467,594,98,18932,0,31,22,29,0,0,0,3,0.21100000000000002,15.75,0.25,14.0,4,2,18,14,37,68.0,5,13.6,15.0,20.0,5.0,20.0,6,13,18,44,13.6,3
92689,0,0.0,137,87,0,0,1,24,0,0,5,1,0,1,8,1837,461,93,20089,0,21,44,29,1,4,0,1,0.19,8.5,0.2,8.5,4,2,21,30,69,83.0,18,4.61,8.0,10.0,2.0,10.0,5,11,21,127,4.61,14
92740,0,0.0,29,38,0,2,1,14,0,0,7,1,0,2,9,1747,692,99,23379,0,23,58,16,0,0,4,1,0.1,20.0,0.25,20.0,1,1,24,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,3,7,24,24,20.0,1
92748,0,0.0,41,67,0,0,1,24,0,0,7,1,0,11,9,2223,754,96,28547,1,16,44,31,0,0,0,2,0.105,15.5,0.125,25.0,2,1,18,13,31,39.0,4,9.75,22.0,25.0,3.0,25.0,6,13,18,41,9.75,2
92749,1,15.0,41,55,0,2,1,11,0,1,7,1,0,0,9,1578,531,64,17870,0,23,32,31,0,0,0,3,0.21100000000000002,11.0,0.33299999999999996,11.33,4,3,21,14,35,59.0,6,9.83,7.0,12.0,5.0,12.0,6,12,21,41,9.83,4
92760,0,0.0,77,46,0,2,1,14,0,0,4,1,0,5,9,1747,692,99,23379,0,23,58,16,0,0,0,1,0.071,15.0,0.0,0.0,1,0,26,16,41,40.0,3,13.33,5.0,15.0,10.0,15.0,4,9,26,75,13.33,1
92768,0,0.0,137,75,0,2,1,14,0,0,5,1,1,1,8,1660,608,96,19351,1,23,50,24,0,0,0,2,0.133,20.0,0.16699999999999998,20.0,2,1,20,23,60,86.0,7,12.29,15.0,20.0,5.0,20.0,6,13,20,100,12.29,5
92772,1,5.0,137,57,0,2,1,14,0,0,7,0,2,0,9,860,294,92,15425,0,55,13,67,1,0,0,1,0.045,35.0,0.091,35.0,1,1,30,33,74,216.0,12,18.0,30.0,35.0,5.0,25.0,6,14,17,128,18.0,8
92773,0,0.0,137,50,0,3,1,34,1,2,5,1,1,0,9,1097,485,67,21132,0,21,27,21,1,10,0,1,0.15,11.33,0.111,10.0,3,1,18,30,74,180.0,20,9.0,7.0,12.0,5.0,12.0,5,12,18,119,9.0,13
92777,0,0.0,17,60,0,4,1,1,1,1,5,0,1,0,6,2750,599,42,60625,0,32,18,51,0,0,2,1,0.2,100.0,0.5,100.0,1,1,16,6,16,100.0,1,100.0,0.0,100.0,100.0,100.0,5,14,16,16,100.0,1
92787,0,0.0,89,38,0,4,4,10,1,0,5,0,1,0,9,0,54,0,7168,0,0,0,0,1,0,0,1,0.091,27.5,0.091,25.0,2,1,18,25,64,135.0,7,19.29,20.0,30.0,10.0,30.0,6,13,18,89,19.29,4
92801,1,15.0,41,62,0,4,1,2,0,1,6,1,0,0,9,2906,688,97,26708,0,18,0,0,0,0,0,2,0.105,13.5,0.0,0.0,2,0,15,14,37,53.0,5,10.6,10.0,15.0,5.0,15.0,5,13,15,44,10.6,2
92802,1,10.0,53,55,0,4,1,1,1,1,5,0,1,0,8,0,0,0,0,0,15,76,11,0,0,0,1,0.095,17.5,0.182,17.5,2,2,17,18,45,68.0,6,11.33,15.0,20.0,5.0,20.0,6,13,17,53,11.33,4
92806,0,0.0,17,60,0,4,1,1,1,1,5,0,1,0,6,0,97,7,17729,0,22,99,0,0,0,2,1,0.16699999999999998,25.0,0.0,0.0,1,0,20,6,17,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,20,20,25.0,0
92814,1,25.0,29,33,0,4,1,3,1,0,5,0,2,0,6,747,458,93,14965,0,15,43,20,0,0,0,1,0.154,10.0,0.4,10.0,2,2,16,8,23,20.0,2,10.0,10.0,15.0,5.0,15.0,4,12,16,31,10.0,2
92817,0,0.0,65,78,0,0,1,22,0,1,1,1,1,1,2,1833,121,11,13560,1,9,60,17,0,0,0,2,0.15,14.67,0.1,16.0,3,1,17,17,38,97.0,8,12.13,10.0,16.0,6.0,6.0,4,8,16,56,12.13,3
92822,0,0.0,17,60,0,4,3,8,1,0,1,1,2,0,6,609,231,38,10083,0,16,38,39,0,0,2,1,0.14300000000000002,15.0,0.0,0.0,1,0,20,5,12,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,20,20,15.0,0
92827,0,0.0,41,59,0,4,3,8,1,0,1,1,2,0,6,359,122,56,7133,0,24,51,42,0,0,0,1,0.071,16.0,0.0,0.0,1,0,19,9,24,26.0,2,13.0,6.0,16.0,10.0,16.0,4,10,19,42,13.0,0
92830,0,0.0,65,29,0,4,4,10,1,0,2,0,2,0,0,344,150,28,5843,0,11,0,44,0,0,0,1,0.136,14.0,0.273,14.0,3,3,22,18,43,76.0,7,10.86,17.0,20.0,3.0,20.0,6,12,22,57,10.86,5
92832,0,0.0,65,54,0,4,4,10,0,0,3,0,2,0,3,498,281,56,9125,0,13,14,17,1,1,5,2,0.111,16.0,0.25,16.0,2,2,21,19,49,95.0,10,9.5,12.0,17.0,5.0,17.0,6,13,21,57,9.5,6
92851,0,0.0,137,36,0,4,4,10,1,0,1,0,2,0,0,425,165,18,5254,0,2,0,47,1,1,5,2,0.105,21.0,0.0,0.0,2,0,17,31,70,131.5,11,11.95,16.0,21.0,5.0,21.0,6,13,17,125,11.95,6
92852,0,0.0,137,83,0,4,3,8,0,1,2,1,0,4,4,618,220,54,10219,0,30,15,50,1,1,5,3,0.364,5.75,0.6,5.67,4,3,17,21,51,127.0,25,5.08,4.0,7.0,3.0,3.0,3,7,15,130,5.08,13
92856,0,0.0,17,60,0,4,4,10,1,0,5,0,1,0,6,342,179,36,5192,0,6,50,50,0,0,1,1,0.5,15.0,0.0,0.0,1,0,15,3,9,15.0,1,15.0,0.0,15.0,15.0,15.0,2,7,15,15,15.0,0
92859,0,0.0,17,39,0,4,4,10,1,0,1,1,0,1,6,484,196,46,7411,0,17,19,0,0,0,2,1,0.2,20.0,0.5,20.0,1,1,17,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,17,17,20.0,1
92860,0,0.0,17,69,0,4,4,10,1,0,1,1,0,0,6,75,56,0,2582,0,0,0,0,0,0,2,1,0.2,25.0,0.5,25.0,1,1,17,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,17,17,25.0,1
92861,0,0.0,17,69,0,4,3,8,0,1,3,1,0,2,6,735,279,56,13276,1,32,44,24,0,0,2,1,0.2,15.0,0.5,15.0,1,1,17,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,17,17,15.0,1
92863,0,0.0,17,60,0,4,3,8,1,1,5,0,1,0,6,507,302,48,10216,0,22,20,46,0,0,4,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,21,21,20.0,1
92864,0,0.0,29,57,0,4,4,10,0,1,5,1,0,5,6,533,283,62,9130,0,23,31,24,0,0,0,1,0.154,12.5,0.33299999999999996,12.5,2,2,24,9,21,25.0,2,12.5,5.0,15.0,10.0,15.0,4,9,24,29,12.5,2
92877,0,0.0,53,33,0,4,3,8,1,0,5,1,2,0,3,836,263,35,10831,1,32,44,24,0,0,0,1,0.055999999999999994,15.0,0.0,0.0,1,0,26,15,42,40.0,4,10.0,10.0,15.0,5.0,15.0,4,10,26,53,10.0,1
92885,0,0.0,89,69,0,4,4,10,0,1,1,1,2,0,4,455,163,32,6358,0,31,27,38,1,0,0,3,0.125,8.0,0.16699999999999998,5.0,2,1,17,17,42,47.98,7,6.85,8.0,11.0,3.0,6.0,4,9,15,77,6.85,5
92891,1,5.0,137,71,0,4,4,10,0,0,1,0,0,0,6,521,216,50,9845,0,26,24,44,1,1,5,2,0.222,8.75,0.2,5.0,4,2,25,26,61,79.0,15,5.27,14.0,15.0,1.0,5.0,3,5,25,128,5.27,11
92924,0,0.0,41,65,0,4,1,1,0,0,7,1,0,29,6,4684,440,53,52748,0,17,21,32,0,0,0,2,0.05,25.0,0.111,25.0,1,1,24,14,37,75.0,3,25.0,0.0,25.0,25.0,25.0,6,13,18,41,25.0,2
92947,0,0.0,101,60,0,4,1,1,0,1,6,1,0,0,9,5364,291,61,28869,0,17,21,32,0,0,0,1,0.1,30.0,0.2,30.0,2,2,16,24,63,145.0,6,24.17,10.0,30.0,20.0,30.0,6,14,16,89,24.17,5
92954,0,0.0,113,86,0,4,1,1,0,0,7,1,0,15,9,4684,440,53,52748,0,17,21,32,1,1,5,3,0.3,6.0,0.4,6.0,6,4,16,30,76,144.0,26,5.54,7.0,10.0,3.0,7.0,5,13,16,110,5.54,14
92962,1,20.0,29,60,0,4,1,1,1,1,5,1,1,0,6,3663,749,82,27400,0,16,20,27,0,0,0,1,0.222,20.0,0.4,20.0,2,2,23,8,18,40.0,2,20.0,0.0,20.0,20.0,20.0,4,11,23,32,20.0,2
92963,1,20.0,17,60,0,4,1,1,0,1,7,1,0,1,6,900,437,66,64360,0,17,13,33,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16,6,13,20.0,1,20.0,0.0,20.0,20.0,20.0,5,11,16,16,20.0,1
92972,1,30.0,29,60,0,4,1,1,1,0,6,1,0,6,6,5846,644,65,100528,0,32,7,39,0,0,4,3,0.25,30.67,0.16699999999999998,25.0,3,1,16,10,23,92.0,3,30.67,15.0,40.0,25.0,40.0,6,14,16,23,30.67,1
92981,0,0.0,41,74,0,4,1,1,1,0,5,0,1,0,6,5846,644,65,100528,0,32,7,39,0,0,0,2,0.15,14.0,0.111,10.0,3,1,19,13,29,42.0,3,14.0,10.0,20.0,10.0,20.0,6,12,19,36,14.0,1
93024,0,0.0,125,78,0,4,3,8,1,2,5,0,1,0,4,781,228,48,14902,0,19,37,40,1,0,0,1,0.059000000000000004,12.0,0.14300000000000002,12.0,1,1,21,27,72,171.0,23,7.43,9.0,12.0,3.0,12.0,4,10,21,125,7.43,14
93025,0,0.0,125,40,0,4,4,10,1,0,3,0,2,0,0,288,164,14,6773,0,19,49,51,1,1,5,2,0.14300000000000002,8.33,0.0,0.0,3,0,18,29,68,119.0,19,6.26,8.0,10.0,2.0,10.0,6,13,18,125,6.26,7
93065,1,10.0,101,60,0,4,1,1,1,1,5,0,1,0,8,1375,353,0,16388,0,18,28,31,1,0,0,1,0.25,9.75,0.222,11.0,4,2,18,22,60,153.0,16,9.56,15.0,20.0,5.0,10.0,3,6,18,88,9.56,8
93066,0,0.0,101,68,0,4,2,7,0,1,5,1,0,11,4,1553,634,99,29972,0,22,39,47,0,0,0,1,0.091,18.5,0.182,18.5,2,2,25,25,59,105.0,8,13.13,15.0,20.0,5.0,17.0,6,11,25,88,13.13,5
93086,1,20.0,17,34,0,4,1,1,1,0,5,0,1,0,6,1088,241,18,10050,0,11,0,35,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,20,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,1
93091,0,0.0,17,39,0,4,1,1,0,1,7,0,2,0,6,2944,453,30,38784,0,19,45,7,0,0,4,2,0.28600000000000003,20.0,0.33299999999999996,25.0,2,1,16,7,19,40.0,2,20.0,10.0,25.0,15.0,25.0,6,14,16,20,20.0,1
93099,0,0.0,29,37,0,4,1,1,1,1,5,1,0,0,6,2893,474,20,40409,0,11,0,35,0,0,0,3,0.214,8.67,0.33299999999999996,10.0,3,2,20,10,28,40.0,5,8.0,6.0,10.0,4.0,10.0,6,13,20,32,8.0,2
93103,0,0.0,41,71,0,4,1,1,1,0,1,1,0,1,9,3357,354,29,44177,0,21,25,37,0,0,0,3,0.2,12.33,0.28600000000000003,12.0,3,2,18,13,34,48.0,5,9.6,8.0,13.0,5.0,13.0,6,14,18,45,9.6,3
93114,0,0.0,89,53,0,4,1,1,1,0,5,0,1,0,9,3357,354,29,44177,0,21,25,37,0,0,0,1,0.05,25.0,0.111,25.0,1,1,23,22,54,86.0,5,17.2,20.0,25.0,5.0,25.0,6,12,23,81,17.2,2
93128,0,0.0,17,64,0,0,1,22,1,0,2,0,1,0,9,1333,207,11,16861,0,17,22,39,0,0,2,1,0.25,20.0,0.0,0.0,1,0,15,6,12,20.0,1,20.0,0.0,20.0,20.0,20.0,5,10,15,15,20.0,0
93137,0,0.0,29,60,0,4,1,1,1,0,5,0,1,0,6,0,369,34,31580,1,23,23,49,0,0,0,3,0.263,12.2,0.111,10.0,5,1,18,13,29,61.0,5,12.2,3.0,13.0,10.0,13.0,6,12,18,33,12.2,1
93139,0,0.0,41,29,0,4,1,1,0,0,7,1,0,2,6,1852,550,94,17690,0,10,23,41,0,0,0,1,0.125,14.5,0.25,14.5,2,2,19,13,28,32.0,3,10.67,17.0,20.0,3.0,20.0,6,12,19,40,10.67,3
93151,0,0.0,77,58,0,4,1,1,0,0,3,0,0,25,7,1607,280,27,17379,0,15,37,29,0,0,0,1,0.053,25.0,0.111,25.0,1,1,17,21,53,100.0,5,20.0,20.0,25.0,5.0,25.0,6,13,17,75,20.0,3
93157,0,0.0,113,77,0,4,3,9,0,1,1,1,0,7,2,958,220,8,9937,0,31,15,22,0,0,0,1,0.1,22.5,0.182,22.5,2,2,22,28,63,122.0,8,15.25,20.0,25.0,5.0,25.0,6,13,22,105,15.25,5
93161,0,0.0,113,60,0,4,1,1,1,0,5,0,1,0,8,0,369,34,31580,1,23,23,49,1,1,5,2,0.19,14.5,0.364,14.5,4,4,20,30,71,198.0,21,9.43,16.0,19.0,3.0,13.0,6,13,20,109,9.43,9
93174,0,0.0,41,45,0,4,1,1,0,0,1,0,0,0,6,0,547,0,39151,0,22,13,21,1,1,5,4,0.588,12.7,0.7,11.14,10,7,17,14,32,139.0,12,11.58,15.0,20.0,5.0,15.0,6,13,17,36,11.58,7
93179,0,0.0,77,59,0,4,3,8,0,0,6,1,0,1,3,840,258,42,11086,0,20,23,26,0,0,0,1,0.053,15.0,0.0,0.0,1,0,25,18,47,51.0,5,10.2,10.0,15.0,5.0,15.0,4,9,25,69,10.2,2
93184,1,10.0,113,80,0,4,1,1,1,0,5,1,1,15,6,0,315,0,34143,0,54,13,53,1,11,0,1,0.105,10.0,0.125,10.0,2,1,19,26,66,87.0,16,5.44,9.0,11.0,2.0,10.0,4,11,19,103,5.44,7
93187,0,0.0,113,60,0,4,3,9,1,2,5,0,1,0,6,891,107,19,17563,0,31,17,67,1,1,5,3,0.17600000000000002,5.0,0.16699999999999998,5.0,3,1,17,24,66,72.0,19,3.79,2.0,5.0,3.0,5.0,4,11,17,111,3.79,12
93193,0,0.0,17,53,0,4,2,5,0,1,4,0,0,1,6,650,337,73,12592,0,17,27,47,0,0,2,1,0.2,15.0,0.5,15.0,1,1,16,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,16,16,15.0,1
93195,0,0.0,17,69,0,4,3,8,0,1,1,1,0,1,6,560,285,74,10686,0,39,17,40,0,0,2,1,0.25,15.0,0.5,15.0,1,1,17,5,12,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,17,17,15.0,1
93218,1,10.0,29,60,0,4,4,10,1,1,5,0,1,0,6,302,208,27,5668,0,17,0,55,0,0,0,3,0.25,11.25,0.429,12.67,4,3,16,11,30,45.0,4,11.25,20.0,25.0,5.0,25.0,6,14,16,33,11.25,3
93237,0,0.0,53,53,0,4,3,8,0,0,7,1,0,7,5,986,511,98,18467,0,30,32,24,0,0,0,1,0.105,15.0,0.0,0.0,2,0,18,17,39,62.0,5,12.4,8.0,18.0,10.0,18.0,6,12,18,53,12.4,2
93242,0,0.0,65,60,0,4,3,8,1,0,5,0,1,0,5,589,315,73,10523,3,27,27,31,0,0,0,1,0.1,18.0,0.182,18.0,2,2,22,21,50,93.0,8,11.63,16.0,21.0,5.0,21.0,6,12,22,64,11.63,3
93257,0,0.0,101,70,0,4,3,8,1,0,2,0,2,0,5,719,317,57,12723,0,31,32,49,1,0,0,1,0.1,14.0,0.0,0.0,2,0,18,24,58,89.0,9,9.89,10.0,15.0,5.0,15.0,6,13,18,91,9.89,3
93274,0,0.0,17,49,0,4,2,7,0,0,1,0,2,0,6,1192,348,46,20733,0,19,22,26,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
93294,0,0.0,41,60,0,4,2,7,1,2,5,0,1,0,6,1094,245,43,16323,0,42,64,25,0,0,0,1,0.067,32.0,0.0,0.0,1,0,18,11,27,42.0,2,21.0,22.0,32.0,10.0,32.0,6,13,18,42,21.0,1
93310,0,0.0,89,71,0,4,3,8,1,1,5,0,1,0,1,917,212,36,9418,0,16,6,65,1,0,0,4,0.273,14.67,0.273,14.33,6,3,16,25,59,156.0,12,13.0,11.0,16.0,5.0,13.0,6,15,16,80,13.0,5
93311,0,0.0,89,36,0,4,2,7,0,1,6,0,0,7,6,1768,332,32,21400,0,14,0,72,0,0,0,1,0.105,15.5,0.25,15.5,2,2,17,20,51,61.0,7,8.71,17.0,20.0,3.0,20.0,6,13,17,86,8.71,4
93313,0,0.0,89,70,0,4,3,8,0,0,4,0,0,5,1,881,219,30,10825,0,17,40,28,1,0,0,4,0.25,9.0,0.091,9.0,5,1,15,26,63,171.0,18,9.5,7.0,12.0,5.0,5.0,6,13,15,88,9.5,5
93334,1,30.0,29,50,0,4,3,9,1,0,3,1,1,0,6,619,261,38,15010,0,27,11,51,0,0,4,2,0.16699999999999998,27.5,0.2,25.0,2,1,18,9,21,55.0,2,27.5,5.0,30.0,25.0,30.0,6,13,18,24,27.5,1
93345,0,0.0,41,60,0,4,3,9,1,1,2,1,0,3,6,643,230,31,11553,0,43,13,43,0,0,0,3,0.23800000000000002,8.4,0.3,8.33,5,3,16,15,36,58.0,8,7.25,5.0,10.0,5.0,6.0,6,13,15,41,7.25,4
93356,1,25.0,65,60,0,4,2,5,1,0,2,1,1,0,4,613,212,47,11792,0,23,0,99,1,1,5,1,0.105,17.5,0.0,0.0,2,0,18,20,50,71.0,6,11.83,15.0,20.0,5.0,20.0,6,14,18,64,11.83,3
93361,0,0.0,77,83,0,4,3,8,0,0,2,1,0,1,6,661,246,47,10145,0,24,46,45,0,0,0,2,0.2,13.0,0.0,0.0,2,0,19,13,32,34.0,4,8.5,13.0,16.0,3.0,16.0,6,11,19,75,8.5,2
93372,0,0.0,101,82,0,4,2,5,0,0,6,1,0,4,6,614,350,85,20022,0,36,23,53,1,1,5,3,0.25,8.33,0.2,10.0,3,1,17,18,49,69.0,9,7.67,5.0,10.0,5.0,10.0,6,12,17,89,7.67,5
93379,0,0.0,113,45,0,4,2,5,1,1,1,1,1,5,6,750,300,56,14670,0,34,33,49,1,0,0,1,0.1,15.0,0.0,0.0,2,0,18,27,64,116.0,12,9.67,14.0,16.0,2.0,16.0,6,13,18,104,9.67,7
93391,0,0.0,137,87,0,4,2,5,0,1,3,1,1,8,3,892,268,80,15832,0,46,0,65,1,1,5,3,0.3,6.67,0.4,6.75,6,4,18,32,80,142.0,25,5.68,3.0,8.0,5.0,8.0,5,11,18,127,5.68,20
93397,1,20.0,17,60,0,4,3,8,1,0,5,0,1,0,6,582,288,42,8165,0,39,32,18,1,0,2,1,0.2,20.0,0.5,20.0,1,1,17,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,11,17,17,20.0,1
93423,0,0.0,77,47,0,4,4,10,0,1,4,0,0,0,2,658,290,55,10809,0,14,54,46,1,5,0,1,0.182,16.0,0.091,15.0,4,1,26,22,54,211.0,15,14.07,12.0,17.0,5.0,17.0,5,10,26,67,14.07,6
93432,1,11.0,101,60,0,4,3,8,1,0,5,0,1,0,6,613,212,47,11792,0,23,0,99,1,1,5,3,0.16699999999999998,9.33,0.0,0.0,3,0,18,22,58,66.0,11,6.0,8.0,10.0,2.0,10.0,6,13,18,92,6.0,5
93463,0,0.0,113,69,0,4,4,10,0,1,2,1,0,5,0,475,50,26,3212,0,21,13,27,1,1,5,1,0.136,15.0,0.091,18.0,3,1,19,30,74,211.0,18,11.72,15.0,18.0,3.0,15.0,6,13,19,104,11.72,6
93476,0,0.0,29,67,0,4,4,10,0,0,5,1,2,0,6,675,97,15,6516,0,20,14,43,0,0,0,2,0.133,25.0,0.125,25.0,2,1,19,12,28,100.0,4,25.0,0.0,25.0,25.0,25.0,6,14,18,29,25.0,1
93496,1,10.0,125,78,0,4,2,7,1,0,5,0,1,0,2,819,255,37,13588,0,17,11,40,1,1,5,3,0.364,6.5,0.5,6.5,4,4,17,18,36,98.0,22,4.45,8.0,10.0,2.0,4.0,4,7,15,122,4.45,12
93500,1,10.0,137,60,0,4,4,10,1,0,5,0,1,0,1,1053,368,86,15176,0,12,0,99,0,0,0,3,0.158,12.67,0.111,14.0,3,1,17,30,70,100.0,12,8.33,9.0,14.0,5.0,6.0,6,16,15,121,8.33,6
93519,0,0.0,77,60,0,4,4,10,1,1,5,0,1,0,1,713,73,9,5962,0,31,3,60,1,0,0,1,0.048,50.0,0.1,50.0,1,1,26,22,61,233.0,8,29.13,30.0,50.0,20.0,50.0,5,11,26,77,29.13,6
93532,0,0.0,17,54,0,4,4,10,0,0,4,0,0,1,6,686,240,45,8904,0,17,0,22,0,0,1,1,0.5,20.0,0.0,0.0,1,0,15,4,10,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,15,15,20.0,0
93534,0,0.0,29,60,0,4,3,8,0,0,1,1,0,3,6,275,216,30,7430,0,21,0,0,0,0,0,1,0.14300000000000002,17.0,0.0,0.0,2,0,19,11,23,34.0,2,17.0,14.0,24.0,10.0,24.0,6,12,19,28,17.0,0
93537,0,0.0,77,60,0,4,4,10,1,0,5,0,1,0,6,496,172,24,7157,0,13,15,42,0,0,0,2,0.16699999999999998,35.0,0.2,50.0,2,1,16,15,42,86.0,4,21.5,45.0,50.0,5.0,50.0,6,14,16,69,21.5,2
93538,1,36.0,77,72,0,4,4,10,0,0,1,0,2,0,0,438,159,25,3975,0,11,0,70,0,0,0,1,0.059000000000000004,26.0,0.0,0.0,1,0,26,17,46,62.0,3,20.67,11.0,26.0,15.0,26.0,5,10,26,67,20.67,2
93558,0,0.0,41,49,0,4,3,8,1,1,3,1,0,2,1,902,273,31,12626,0,7,10,22,0,0,0,1,0.083,15.0,0.0,0.0,1,0,18,10,26,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,18,45,12.5,1
93565,0,0.0,65,61,0,4,3,8,1,0,5,1,0,7,1,992,266,22,8088,0,13,34,0,1,5,0,1,0.19,12.5,0.3,11.67,4,3,18,19,49,71.0,7,10.14,12.0,15.0,3.0,15.0,6,13,18,65,10.14,6
93572,0,0.0,89,66,0,4,2,7,1,1,2,1,1,19,4,1063,261,37,13479,0,13,0,90,1,1,5,3,0.353,5.0,0.4,5.25,6,4,17,23,56,78.0,22,3.55,5.0,7.0,2.0,5.0,5,12,15,81,3.55,11
93575,0,0.0,113,55,0,4,2,7,0,1,4,1,0,2,5,994,329,38,14464,0,21,17,38,0,0,0,1,0.091,16.0,0.182,16.0,2,2,18,26,59,84.0,11,7.64,14.0,17.0,3.0,17.0,6,13,18,104,7.64,6
93597,0,0.0,17,60,0,4,2,4,1,2,5,0,1,0,6,1138,262,17,13372,0,13,26,31,0,0,2,1,0.2,25.0,0.0,0.0,1,0,18,6,13,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,18,18,25.0,0
93601,0,0.0,17,60,0,4,2,4,1,0,5,0,1,0,6,1288,165,8,8684,0,14,26,9,0,0,2,1,0.14300000000000002,15.0,0.0,0.0,1,0,20,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,20,20,15.0,0
93602,0,0.0,29,60,0,4,2,4,1,1,1,0,2,0,6,1138,262,17,13372,0,13,26,31,1,0,4,3,0.273,8.0,0.6,8.0,3,3,16,9,23,24.0,3,8.0,5.0,10.0,5.0,9.0,6,14,16,24,8.0,3
93609,0,0.0,53,35,0,4,2,4,1,1,5,0,1,0,6,1182,197,10,13737,0,13,22,39,0,0,0,2,0.133,43.0,0.2,80.0,2,1,20,13,34,94.0,4,23.5,77.0,80.0,3.0,80.0,6,13,20,52,23.5,3
93617,0,0.0,89,85,0,4,1,3,0,0,4,1,0,1,4,1103,310,29,15137,0,16,21,37,1,0,0,2,0.182,11.25,0.273,10.0,4,3,16,23,59,104.0,12,8.67,10.0,15.0,5.0,10.0,6,14,16,85,8.67,8
93624,0,0.0,125,72,0,4,1,1,0,0,4,1,0,26,3,1211,256,21,16055,0,17,27,28,1,1,5,3,0.136,32.67,0.273,32.67,3,3,18,32,73,301.0,13,23.15,39.0,42.0,3.0,36.0,6,14,18,123,23.15,10
93628,0,0.0,77,75,0,2,2,17,0,0,4,1,0,0,3,554,264,35,13123,0,20,22,27,0,0,0,1,0.11800000000000001,22.5,0.125,25.0,2,1,17,19,38,67.0,4,16.75,15.0,25.0,10.0,25.0,6,13,17,67,16.75,2
