,amount_donated,control_number,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
12522,0.0,125147,89,60.0,0,C,1,23,U,U,5.0,0,M,0,5.0,1174,309,51,24092,0,29,37,58,1,0,A,2,0.25,7.5,0.2,5.0,2,1,17.0,18,42,90.0,14,6.43,7.0,10.0,3.0,5.0,4,7,17,89,6.43,8
12523,0.0,125153,137,64.0,0,C,1,23,H,F,4.0,1,M,15,7.0,1144,335,56,18620,6,57,50,53,1,11,A,1,0.111,10.0,0.25,10.0,2,2,17.0,30,71,136.0,14,9.71,12.0,17.0,5.0,10.0,5,12,17,130,9.71,12
12524,0.0,125155,29,62.0,0,S,3,21,H,F,2.0,0,B,1,5.0,390,233,67,6373,0,41,32,28,1,0,A,4,0.28600000000000003,13.0,0.429,12.0,4,3,19.0,11,26,87.0,6,14.5,15.0,25.0,10.0,25.0,6,13,18,29,14.5,3
12525,50.0,125164,101,81.0,0,S,2,16,H,F,2.0,0,P,0,7.0,588,316,88,14293,0,58,36,40,0,0,A,1,0.055999999999999994,50.0,0.125,50.0,1,1,21.0,21,57,113.0,5,22.6,47.0,50.0,3.0,50.0,6,12,21,93,22.6,3
12526,0.0,125180,17,60.0,0,C,2,25,U,F,5.0,0,M,0,5.0,419,178,18,14586,0,37,41,17,0,0,F,1,0.14300000000000002,25.0,0.0,0.0,1,0,20.0,7,16,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,20,20,25.0,0
12527,8.0,125181,29,85.0,0,S,1,11,H,F,4.0,1,P,0,5.0,2469,346,49,47151,0,31,32,39,1,0,A,3,0.33299999999999996,7.5,0.667,7.5,4,4,16.0,10,25,30.0,4,7.5,5.0,10.0,5.0,10.0,6,14,16,29,7.5,4
12528,0.0,125208,29,42.0,0,U,4,10,U,F,3.0,1,B,2,5.0,407,183,53,8858,2,24,23,40,1,0,N,3,0.33299999999999996,5.0,0.16699999999999998,11.0,4,1,17.0,10,23,20.0,4,5.0,9.0,11.0,2.0,11.0,6,14,17,27,5.0,1
12529,0.0,125213,41,7.0,0,S,1,15,U,M,5.0,1,M,0,9.0,1722,927,95,51276,1,24,48,10,1,1,S,4,0.263,11.4,0.3,11.33,5,3,16.0,16,39,73.0,7,10.43,8.0,13.0,5.0,13.0,6,14,16,44,10.43,5
12530,0.0,125217,65,62.0,0,U,4,10,H,F,2.0,0,P,0,2.0,625,407,80,13078,2,25,33,40,1,1,S,4,0.33299999999999996,13.17,0.625,13.2,6,5,19.0,18,50,102.0,9,11.33,11.0,16.0,5.0,14.0,6,14,19,63,11.33,7
12531,0.0,125230,101,71.0,0,S,3,21,H,M,5.0,1,B,32,4.0,494,246,88,10181,0,36,48,40,1,0,A,1,0.105,17.0,0.125,18.0,2,1,18.0,24,56,80.0,7,11.43,13.0,18.0,5.0,18.0,6,13,18,93,11.43,5
12532,0.0,125239,137,69.0,0,U,4,10,H,F,4.0,1,B,15,2.0,458,198,48,7099,2,25,33,40,1,1,S,4,0.28600000000000003,9.5,0.455,9.4,6,5,17.0,33,78,181.0,24,7.54,8.0,11.0,3.0,10.0,6,14,17,129,7.54,18
12533,0.0,125269,41,37.0,0,S,2,16,U,M,1.0,0,B,1,6.0,477,367,70,13172,0,53,32,56,1,1,S,2,0.136,13.67,0.091,15.0,3,1,25.0,17,41,87.0,7,12.43,20.0,25.0,5.0,25.0,6,13,18,44,12.43,1
12534,0.0,125273,41,55.0,0,C,1,22,H,M,5.0,1,B,6,6.0,741,359,72,20636,0,35,53,45,0,0,A,1,0.053,27.0,0.1,27.0,1,1,17.0,16,39,92.0,4,23.0,7.0,27.0,20.0,27.0,6,12,17,45,23.0,3
12535,53.0,125277,65,63.0,0,S,1,15,U,M,2.0,1,B,1,7.0,1136,505,76,24454,3,26,52,20,1,1,S,3,0.263,52.0,0.364,52.5,5,4,21.0,22,59,400.0,11,36.36,48.0,58.0,10.0,52.0,6,13,21,64,36.36,6
12536,0.0,125280,89,69.0,0,S,1,13,H,M,2.0,1,M,3,8.0,988,479,79,21015,0,43,29,52,1,0,A,1,0.105,15.0,0.125,20.0,2,1,17.0,20,54,54.0,6,9.0,17.0,20.0,3.0,20.0,6,13,17,81,9.0,5
12537,7.0,125289,101,79.0,0,S,2,17,H,F,2.0,1,B,25,4.0,707,246,14,15322,2,29,27,19,0,0,A,3,0.2,6.5,0.0,0.0,4,0,18.0,25,57,63.0,12,5.25,5.0,8.0,3.0,8.0,6,13,18,105,5.25,5
12538,0.0,125310,53,59.0,0,S,1,12,H,M,4.0,1,B,9,8.0,755,468,88,16829,3,32,30,37,0,0,A,2,0.05,35.0,0.0,0.0,1,0,18.0,18,46,130.0,4,32.5,10.0,35.0,25.0,35.0,6,13,18,53,32.5,2
12539,20.0,125325,113,80.0,0,S,1,12,H,M,5.0,1,B,2,9.0,852,516,83,16206,14,35,64,24,1,1,S,3,0.273,20.89,0.273,21.45,6,3,15.0,31,79,336.34,23,14.62,19.0,22.0,3.0,20.0,6,13,15,113,14.62,14
12540,16.0,125337,29,29.0,0,S,3,21,U,M,1.0,1,B,1,5.0,1946,388,23,31377,5,42,52,20,0,0,A,2,0.231,15.67,0.16699999999999998,15.0,3,1,15.0,10,23,47.0,3,15.67,2.0,17.0,15.0,15.0,5,12,15,29,15.67,1
12541,0.0,125352,89,82.0,0,S,2,17,U,M,5.0,0,M,0,8.0,537,273,46,12987,6,42,43,24,1,1,S,2,0.095,19.0,0.0,0.0,2,0,19.0,24,61,116.0,10,11.6,19.0,22.0,3.0,22.0,6,13,19,85,11.6,4
12542,0.0,125354,89,70.0,0,S,3,21,H,M,4.0,1,P,0,5.0,493,284,67,9998,4,46,62,30,1,11,A,1,0.055999999999999994,11.0,0.0,0.0,1,0,18.0,23,60,114.0,16,7.13,8.0,11.0,3.0,11.0,5,12,18,89,7.13,8
12543,7.0,125366,29,53.0,0,S,2,18,U,F,5.0,0,M,0,5.0,933,370,48,12873,5,37,45,8,0,0,N,1,0.1,15.0,0.25,15.0,1,1,24.0,6,18,15.0,1,15.0,0.0,15.0,15.0,15.0,3,9,24,24,15.0,1
12544,0.0,125397,41,60.0,0,R,3,52,U,F,5.0,0,M,0,5.0,325,199,76,6195,1,21,35,39,1,0,A,4,0.316,3.33,0.25,3.0,6,2,15.0,13,31,29.0,9,3.22,2.0,5.0,3.0,3.0,5,10,15,41,3.22,3
12545,0.0,125399,41,55.0,0,S,3,21,H,F,3.0,0,B,6,4.0,398,280,83,6932,0,23,31,19,0,0,A,2,0.105,17.5,0.0,0.0,2,0,18.0,14,34,51.0,4,12.75,15.0,20.0,5.0,20.0,6,12,18,44,12.75,1
12546,0.0,125401,65,59.0,0,C,3,30,H,M,2.0,0,B,14,3.0,414,198,67,8673,0,43,28,44,0,0,A,1,0.111,17.5,0.0,0.0,2,0,18.0,17,41,51.0,4,12.75,15.0,20.0,5.0,20.0,6,12,18,57,12.75,2
12547,0.0,125412,29,59.0,0,S,2,20,H,M,3.0,1,B,3,5.0,741,376,65,14834,1,41,40,38,0,0,N,3,0.3,7.33,0.5,6.0,3,2,15.0,8,19,22.0,3,7.33,5.0,10.0,5.0,7.0,5,11,15,24,7.33,2
12548,0.0,125417,65,63.0,0,S,3,21,H,M,3.0,0,P,0,5.0,461,237,76,10795,0,37,16,49,1,11,A,1,0.091,23.0,0.091,26.0,2,1,31.0,21,55,128.0,7,18.29,16.0,26.0,10.0,25.0,6,13,18,65,18.29,3
12549,0.0,125432,53,60.0,0,S,2,16,H,F,3.0,0,M,6,7.0,440,316,86,12067,0,42,47,46,0,0,A,1,0.11800000000000001,15.0,0.125,20.0,2,1,17.0,18,39,55.0,4,13.75,10.0,20.0,10.0,20.0,7,13,17,52,13.75,2
12550,10.0,125444,113,49.0,0,U,4,10,H,M,1.0,1,M,2,2.0,362,208,78,7220,0,40,36,43,1,4,A,1,0.14300000000000002,10.0,0.16699999999999998,10.0,2,1,20.0,19,54,150.0,21,7.14,9.0,12.0,3.0,10.0,3,7,20,112,7.14,11
12551,10.0,125446,137,59.0,0,S,3,21,H,F,5.0,1,B,28,5.0,380,277,80,10379,4,29,0,33,1,1,S,1,0.15,12.0,0.273,12.0,3,3,21.0,34,77,257.0,26,9.88,10.0,15.0,5.0,13.0,6,13,21,128,9.88,14
12552,0.0,125451,41,46.0,0,U,3,08,H,F,5.0,0,B,1,5.0,352,157,68,7337,0,32,15,33,0,0,A,1,0.105,15.5,0.125,20.0,2,1,23.0,13,33,36.0,3,12.0,15.0,20.0,5.0,20.0,6,12,23,41,12.0,2
12553,0.0,125453,17,51.0,0,T,2,39,U,F,4.0,1,P,0,5.0,0,0,0,0,87,4,13,0,0,0,F,1,0.2,15.0,0.5,15.0,1,1,17.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,17,17,15.0,1
12554,15.0,125467,29,60.0,0,C,3,31,U,F,4.0,1,M,2,5.0,431,194,43,8888,20,32,38,23,0,0,A,1,0.154,12.5,0.33299999999999996,12.5,2,2,15.0,9,21,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,15,28,12.5,2
12555,0.0,125474,65,61.0,0,S,3,21,H,M,5.0,1,P,0,5.0,400,265,68,7901,5,45,51,15,0,0,A,3,0.11800000000000001,7.5,0.28600000000000003,7.5,2,2,16.0,16,42,42.0,6,7.0,5.0,10.0,5.0,10.0,6,13,16,57,7.0,3
12556,0.0,125475,65,73.0,0,C,3,30,U,F,5.0,0,M,0,2.0,387,218,69,6012,1,24,68,4,1,1,S,3,0.214,18.33,0.25,17.0,3,2,18.0,13,31,157.0,10,15.7,17.0,22.0,5.0,13.0,4,7,18,63,15.7,4
12557,0.0,125484,137,60.0,0,T,1,35,U,U,5.0,0,M,0,8.0,891,499,88,17841,82,12,0,0,1,0,A,1,0.0,0.0,0.0,0.0,0,0,18.0,26,69,112.0,13,8.62,32.0,35.0,3.0,35.0,6,12,25,115,8.62,8
12558,14.0,125501,41,49.0,0,U,3,08,H,F,4.0,0,B,2,5.0,527,276,87,10096,0,45,20,38,1,0,A,2,0.33299999999999996,12.14,0.364,12.5,7,4,23.0,17,40,130.0,10,13.0,10.0,20.0,10.0,10.0,6,12,23,41,13.0,5
12559,0.0,125503,41,49.0,0,U,4,10,H,F,2.0,1,B,6,2.0,399,207,78,5729,0,21,20,63,0,0,A,1,0.111,26.5,0.0,0.0,2,0,23.0,14,35,63.0,3,21.0,19.0,29.0,10.0,29.0,6,13,23,44,21.0,1
12560,20.0,125506,89,42.0,0,U,4,10,H,F,5.0,0,B,5,5.0,384,161,71,5691,0,38,42,49,0,0,A,2,0.16699999999999998,16.0,0.0,0.0,2,0,17.0,12,28,61.0,5,12.2,12.0,17.0,5.0,17.0,5,11,17,83,12.2,2
12561,0.0,125508,41,60.0,0,U,2,06,U,M,5.0,0,P,0,4.0,389,210,56,5669,0,21,47,39,1,2,N,3,0.316,9.0,0.444,7.5,6,4,20.0,19,48,74.0,9,8.22,10.0,14.0,4.0,4.0,8,17,19,45,8.22,5
12562,0.0,125514,77,74.0,0,U,2,06,H,F,2.0,1,B,4,6.0,597,318,80,12200,0,49,44,30,1,1,S,3,0.182,9.75,0.182,10.0,4,2,16.0,21,51,131.0,17,7.71,10.0,15.0,5.0,14.0,4,8,16,66,7.71,10
12563,0.0,125516,77,60.0,0,U,3,08,U,M,5.0,0,M,0,1.0,396,214,72,8166,4,36,20,65,1,1,S,4,0.42100000000000004,14.38,0.455,13.0,8,5,20.0,24,67,345.0,29,11.9,15.0,20.0,5.0,20.0,6,16,18,77,11.9,14
12564,7.0,125522,137,83.0,0,U,3,09,U,M,1.0,0,B,10,6.0,623,218,29,15188,2,38,15,69,1,1,S,4,0.316,7.83,0.455,7.8,6,5,21.0,32,83,228.0,41,5.56,7.0,9.0,2.0,6.0,5,11,18,131,5.56,21
12565,0.0,125532,17,70.0,0,S,1,13,H,M,6.0,1,B,6,5.0,878,551,93,19980,0,30,42,45,0,0,F,1,0.14300000000000002,20.0,0.0,0.0,1,0,19.0,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,19,19,20.0,0
12566,0.0,125533,17,60.0,0,S,1,13,U,U,5.0,0,M,0,5.0,1199,419,95,36469,0,35,44,26,0,0,F,1,0.16699999999999998,25.0,0.0,0.0,1,0,20.0,6,16,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,20,20,25.0,0
12567,0.0,125545,125,74.0,0,U,3,09,U,F,2.0,1,M,0,6.0,0,202,1,10745,4,13,18,20,1,1,S,4,0.22699999999999998,10.6,0.273,11.0,5,3,16.0,32,76,153.5,17,9.03,12.5,15.0,2.5,8.0,6,13,16,124,9.03,9
12568,0.0,125552,17,60.0,0,S,1,13,H,M,6.0,1,P,0,5.0,1262,646,91,33109,0,52,35,47,0,0,F,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,17,17,25.0,1
12569,0.0,125560,41,73.0,0,S,1,11,H,F,7.0,1,B,2,5.0,3720,1500,98,79552,2,36,54,24,1,4,A,1,0.158,22.0,0.273,22.0,3,3,23.0,16,35,101.0,5,20.2,9.0,24.0,15.0,21.0,6,12,23,41,20.2,4
12570,0.0,125566,41,52.0,0,S,1,13,H,M,5.0,1,B,14,9.0,1117,603,89,26388,0,38,52,46,1,1,S,4,0.45,3.56,0.636,3.71,9,7,21.0,17,37,49.0,15,3.27,3.0,5.0,2.0,3.0,6,11,21,45,3.27,9
12571,0.0,125576,77,63.0,0,S,1,15,H,F,5.0,0,P,0,9.0,1206,252,46,22226,0,29,10,28,1,1,S,2,0.16699999999999998,15.67,0.222,15.0,3,2,18.0,21,54,77.0,9,8.56,14.0,17.0,3.0,17.0,6,13,18,76,8.56,5
12572,25.0,125593,125,81.0,0,S,1,15,H,F,5.0,1,B,26,9.0,876,364,43,19328,1,24,48,10,0,0,A,3,0.15,25.0,0.1,25.0,3,1,15.0,29,71,220.0,9,24.44,40.0,50.0,10.0,25.0,6,14,15,113,24.44,5
12573,0.0,125599,17,60.0,1,X,5,54,U,M,5.0,0,M,0,5.0,1807,530,96,29990,0,0,0,0,0,0,N,3,0.28600000000000003,6.0,0.33299999999999996,7.0,2,1,16.0,7,20,37.0,3,12.33,20.0,25.0,5.0,7.0,6,15,16,20,12.33,1
12574,0.0,125601,29,41.0,0,S,1,11,H,M,5.0,0,P,0,5.0,905,477,75,19110,0,27,37,42,0,0,N,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,22.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,22,22,15.0,1
12575,0.0,125607,41,73.0,0,S,1,14,H,F,5.0,1,B,16,5.0,925,591,90,19539,4,53,53,26,1,0,A,2,0.25,13.2,0.3,14.33,5,3,18.0,15,35,88.0,7,12.57,8.0,18.0,10.0,10.0,6,12,18,41,12.57,4
12576,0.0,125617,65,82.0,0,S,1,12,H,M,4.0,1,B,4,8.0,972,432,90,20547,2,35,52,27,1,0,A,4,0.22699999999999998,10.2,0.273,10.0,5,3,18.0,22,53,118.0,13,9.08,6.0,11.0,5.0,11.0,6,14,18,61,9.08,8
12577,25.0,125630,125,60.0,0,S,1,14,H,U,7.0,1,M,6,9.0,1101,538,84,19641,5,32,50,22,0,0,A,1,0.0,0.0,0.0,0.0,0,0,18.0,27,64,100.0,6,16.67,10.0,20.0,10.0,20.0,6,12,23,123,16.67,2
12578,0.0,125633,137,49.0,0,S,1,13,H,M,6.0,0,P,0,9.0,1302,632,94,27262,0,41,44,51,1,3,A,1,0.1,12.5,0.1,15.0,2,1,26.0,30,74,218.0,24,9.08,14.0,15.0,1.0,10.0,4,10,26,130,9.08,12
12579,0.0,125636,17,60.0,0,C,2,28,U,F,5.0,0,M,0,5.0,638,316,93,15614,0,68,19,58,0,0,F,1,0.2,20.0,0.0,0.0,1,0,16.0,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,0
12580,0.0,125651,65,36.0,0,C,3,30,H,F,2.0,1,B,5,2.0,395,202,56,9431,0,39,32,33,1,0,A,1,0.1,13.5,0.111,15.0,2,1,17.0,18,47,75.0,6,12.5,6.0,16.0,10.0,15.0,6,13,17,56,12.5,3
12581,0.0,125717,113,60.0,0,S,1,11,U,F,5.0,0,P,0,5.0,1341,416,64,24083,3,59,57,48,1,1,S,4,0.263,8.4,0.222,7.5,5,2,18.0,28,75,140.0,20,7.0,7.0,10.0,3.0,10.0,6,16,18,113,7.0,10
12582,0.0,125734,77,44.0,0,S,2,17,H,F,4.0,1,P,0,8.0,684,306,40,16705,2,35,38,11,1,1,S,2,0.28600000000000003,7.83,0.4,7.75,6,4,16.0,21,55,101.0,15,6.73,7.0,10.0,3.0,10.0,5,13,16,68,6.73,10
12583,5.0,125741,113,51.0,0,S,1,15,H,F,6.0,1,B,40,6.0,813,325,34,17373,3,29,53,16,1,11,A,1,0.105,11.0,0.125,12.0,2,1,19.0,25,66,71.0,14,5.07,10.0,12.0,2.0,10.0,5,12,19,111,5.07,10
12584,0.0,125748,29,38.0,0,C,3,30,H,F,1.0,1,B,3,5.0,374,158,74,5701,0,37,63,10,0,0,A,1,0.16699999999999998,12.5,0.2,20.0,2,1,24.0,7,18,25.0,2,12.5,15.0,20.0,5.0,20.0,3,8,24,28,12.5,1
12585,0.0,125775,29,34.0,0,T,2,38,U,F,2.0,1,B,1,5.0,625,228,0,13647,38,31,21,2,0,0,A,1,0.154,13.0,0.0,0.0,2,0,19.0,9,21,26.0,2,13.0,6.0,16.0,10.0,16.0,4,10,19,28,13.0,0
12586,0.0,125789,101,66.0,0,S,2,18,H,F,6.0,1,B,1,7.0,694,401,79,12997,13,39,70,6,0,0,A,1,0.095,18.0,0.182,18.0,2,2,19.0,26,60,105.0,9,11.67,15.0,20.0,5.0,16.0,6,13,19,91,11.67,5
12587,0.0,125803,29,60.0,0,S,2,16,U,M,7.0,1,B,1,5.0,479,321,61,13297,0,51,48,17,1,1,S,3,0.235,8.5,0.125,5.0,4,1,20.0,11,29,40.0,5,8.0,6.0,11.0,5.0,11.0,5,13,20,33,8.0,1
12588,0.0,125804,29,60.0,0,S,1,12,U,F,3.0,0,P,0,5.0,558,332,68,13877,2,25,40,10,1,0,N,3,0.33299999999999996,8.0,0.6,9.0,4,3,15.0,9,22,32.0,4,8.0,6.0,11.0,5.0,8.0,6,13,15,27,8.0,3
12589,0.0,125809,41,60.0,0,S,1,11,U,F,5.0,0,M,0,5.0,573,371,68,12902,20,39,74,7,0,0,A,1,0.111,15.5,0.125,15.0,2,1,19.0,12,34,41.0,3,13.67,6.0,16.0,10.0,16.0,4,13,19,40,13.67,2
12590,0.0,125850,101,35.0,0,S,1,12,H,M,5.0,1,M,5,5.0,735,409,91,13963,5,37,41,17,0,0,L,1,0.105,32.5,0.111,35.0,2,1,15.0,23,55,135.0,5,27.0,20.0,35.0,15.0,35.0,5,12,15,90,27.0,4
12591,0.0,125876,77,49.0,0,S,1,12,H,M,6.0,1,B,22,8.0,740,464,74,15215,10,35,60,3,1,0,A,1,0.053,50.0,0.0,0.0,1,0,26.0,20,48,110.0,4,27.5,45.0,50.0,5.0,50.0,5,10,26,68,27.5,3
12592,0.0,125893,29,25.0,0,S,1,11,U,F,6.0,1,B,4,5.0,834,430,86,13484,14,35,58,7,0,0,A,1,0.28600000000000003,9.5,0.33299999999999996,3.0,2,1,18.0,6,15,19.0,2,9.5,13.0,16.0,3.0,16.0,4,10,18,28,9.5,1
12593,0.0,125894,41,60.0,0,S,1,12,U,F,6.0,0,B,0,5.0,679,430,85,14249,0,24,52,38,1,1,S,4,0.3,17.5,0.556,17.0,6,5,18.0,14,39,147.5,9,16.39,17.5,25.0,7.5,20.0,6,13,18,36,16.39,6
12594,6.0,125906,101,68.0,0,T,1,35,H,F,2.0,1,B,38,5.0,924,414,90,14092,7,39,62,14,1,0,A,3,0.231,6.67,0.5,6.67,3,3,16.0,17,45,56.0,12,4.67,6.0,8.0,2.0,8.0,4,9,16,93,4.67,7
12595,0.0,125907,125,59.0,0,T,1,34,H,U,4.0,0,P,0,8.0,932,421,78,15708,5,45,61,31,1,0,A,1,0.111,12.0,0.0,0.0,2,0,18.0,30,70,175.0,16,10.94,10.0,15.0,5.0,12.0,5,12,18,123,10.94,8
12596,0.0,125913,17,33.0,0,T,1,35,H,M,6.0,1,B,0,5.0,1236,497,94,16918,3,32,52,18,0,0,F,1,0.2,25.0,0.5,25.0,1,1,17.0,6,15,25.0,1,25.0,0.0,25.0,25.0,25.0,5,12,17,17,25.0,1
12597,7.5,125930,137,49.0,0,R,2,44,U,F,5.0,0,P,0,7.0,715,339,90,12617,0,33,44,35,1,1,S,3,0.14300000000000002,15.0,0.273,15.0,3,3,21.0,34,88,252.0,42,6.0,17.0,20.0,3.0,15.0,6,13,21,128,6.0,19
12598,0.0,125934,29,37.0,0,R,3,52,H,F,5.0,1,B,2,5.0,369,197,82,7803,0,39,34,31,1,0,N,3,0.273,10.67,0.4,11.0,3,2,16.0,9,23,32.0,3,10.67,2.0,12.0,10.0,12.0,6,14,16,24,10.67,2
12599,0.0,125941,77,72.0,0,S,3,21,U,F,5.0,0,M,0,5.0,600,329,70,12073,0,0,0,0,1,1,S,2,0.182,10.0,0.091,5.0,4,1,25.0,23,53,132.0,19,6.95,15.0,20.0,5.0,20.0,6,13,18,66,6.95,6
12600,0.0,125968,101,50.0,0,T,2,36,U,M,4.0,1,P,0,1.0,479,173,62,9460,0,35,34,32,1,0,A,3,0.05,15.0,0.0,0.0,1,0,19.0,22,58,90.0,10,9.0,10.0,15.0,5.0,15.0,5,15,19,92,9.0,3
12601,0.0,125969,89,64.0,0,T,2,36,U,M,2.0,1,P,0,0.0,416,124,53,9794,0,36,25,47,1,1,S,4,0.25,8.8,0.4,8.5,5,4,20.0,23,58,93.0,20,4.65,8.0,10.0,2.0,10.0,6,13,20,86,4.65,10
12602,0.0,125974,77,48.0,0,R,3,52,H,F,7.0,0,P,0,1.0,204,112,85,6360,0,25,27,41,0,0,A,2,0.133,22.5,0.14300000000000002,30.0,2,1,17.0,20,55,115.0,9,12.78,25.0,30.0,5.0,30.0,6,13,17,76,12.78,4
12603,0.0,125984,29,60.0,0,R,3,52,U,M,5.0,0,M,0,5.0,251,138,79,5772,0,29,17,43,1,0,A,4,0.35700000000000004,15.8,0.429,15.67,5,3,17.0,11,27,79.0,5,15.8,10.0,20.0,10.0,17.0,6,14,17,29,15.8,3
12604,17.0,125986,53,51.0,0,T,2,39,U,M,6.0,1,B,0,5.0,533,246,64,10096,0,27,32,31,1,1,S,3,0.22699999999999998,14.0,0.364,13.75,5,4,19.0,20,49,107.0,8,13.38,5.0,15.0,10.0,15.0,6,14,19,53,13.38,7
12605,20.0,125999,77,40.0,0,T,3,41,H,F,3.0,0,B,15,0.0,281,138,68,5843,0,27,25,55,1,5,A,1,0.22699999999999998,11.8,0.273,13.0,5,3,21.0,24,61,207.0,22,9.41,15.0,20.0,5.0,20.0,6,13,21,75,9.41,11
12606,0.0,126005,137,80.0,0,T,2,39,H,F,3.0,1,B,4,2.0,359,203,57,10281,0,22,54,0,1,4,A,1,0.048,10.0,0.1,10.0,1,1,29.0,32,74,241.0,19,12.68,14.0,20.0,6.0,15.0,6,13,18,123,12.68,13
12607,20.0,126013,65,57.0,0,R,2,48,U,M,5.0,1,M,0,1.0,697,435,76,15966,0,56,16,58,0,0,A,1,0.091,19.0,0.0,0.0,2,0,18.0,22,55,138.0,9,15.33,10.0,20.0,10.0,20.0,6,13,18,64,15.33,2
12608,0.0,126029,41,66.0,0,T,1,35,H,F,5.0,1,B,20,5.0,752,469,87,14570,2,30,43,26,0,0,A,4,0.235,8.25,0.125,8.0,4,1,15.0,12,29,53.0,6,8.83,10.0,15.0,5.0,11.0,6,14,15,34,8.83,1
12609,21.0,126035,137,84.0,0,R,3,52,H,U,6.0,1,P,0,1.0,262,163,78,7587,0,25,25,45,1,3,A,1,0.158,17.0,0.111,17.0,3,1,22.0,31,78,161.0,16,10.06,15.0,18.0,3.0,17.0,6,13,22,130,10.06,12
12610,0.0,126040,65,83.0,0,R,2,49,U,M,1.0,0,P,0,2.0,403,220,78,9680,11,24,44,29,0,0,A,1,0.053,25.0,0.0,0.0,1,0,18.0,18,46,65.0,4,16.25,15.0,25.0,10.0,25.0,6,13,18,57,16.25,1
12611,0.0,126062,29,73.0,0,R,2,48,H,M,2.0,0,P,0,5.0,465,210,86,12221,0,40,18,49,0,0,A,1,0.154,12.5,0.2,15.0,2,1,20.0,8,23,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,20,32,12.5,1
12612,0.0,126066,77,83.0,0,R,2,45,H,F,2.0,0,P,0,1.0,368,200,70,8314,0,28,32,41,0,0,A,1,0.111,22.0,0.125,27.0,2,1,22.0,19,48,81.0,5,16.2,17.0,27.0,10.0,27.0,6,13,22,77,16.2,2
12613,5.0,126069,137,7.0,0,R,2,43,U,F,5.0,0,M,0,2.0,362,204,75,7285,0,23,40,41,1,1,S,4,0.313,6.0,0.5,6.0,5,4,16.0,27,69,127.0,25,5.08,4.0,7.0,3.0,7.0,4,9,16,126,5.08,18
12614,0.0,126080,41,76.0,0,U,1,01,U,F,5.0,1,B,19,5.0,1875,157,5,16936,0,38,20,56,0,0,A,3,0.2,6.75,0.222,7.5,4,2,17.0,14,33,30.0,5,6.0,7.0,10.0,3.0,10.0,6,12,17,41,6.0,3
12615,6.0,126091,65,55.0,0,C,3,30,H,F,3.0,0,P,0,0.0,395,115,43,5058,0,11,0,0,0,0,A,3,0.22699999999999998,6.8,0.0,0.0,5,0,17.0,22,53,87.0,14,6.21,3.0,8.0,5.0,6.0,6,13,17,62,6.21,2
12616,0.0,126099,137,77.0,0,U,1,03,U,F,5.0,0,M,0,7.0,954,354,61,25151,0,33,38,50,1,1,S,4,0.33299999999999996,5.29,0.273,5.67,7,3,17.0,33,73,111.0,25,4.44,5.0,7.0,2.0,7.0,6,14,17,126,4.44,15
12617,0.0,126133,29,69.0,0,U,2,05,H,F,6.0,0,B,0,5.0,614,273,76,13658,0,53,39,52,0,0,N,3,0.231,30.0,0.33299999999999996,37.5,3,2,18.0,10,25,90.0,3,30.0,35.0,50.0,15.0,25.0,6,13,18,25,30.0,2
12618,0.0,126143,41,60.0,0,U,2,04,H,F,4.0,1,B,8,5.0,482,299,65,10845,0,42,34,48,1,1,S,3,0.35,14.43,0.5,15.0,7,5,17.0,15,38,111.0,9,12.33,13.0,18.0,5.0,16.0,6,14,17,41,12.33,6
12619,0.0,126146,53,74.0,0,U,1,02,H,M,5.0,1,B,21,8.0,792,480,90,17184,2,42,32,21,0,0,A,3,0.2,9.75,0.111,10.0,4,1,26.0,17,40,61.0,7,8.71,6.0,11.0,5.0,10.0,6,12,18,52,8.71,1
12620,0.0,126177,53,74.0,0,U,1,01,U,F,3.0,1,M,1,6.0,974,307,28,32512,2,49,47,32,0,0,L,1,0.105,13.5,0.111,12.0,2,1,15.0,15,40,59.0,6,9.83,10.0,15.0,5.0,15.0,4,11,15,52,9.83,3
